WHO_Code,ADM0NAME,DateReport1,epiWeek,NewCases,NewDeaths,TotalCases,TotalDeaths
BAN,Bangladesh,24/01/2021,2021-03,473,20,531799,8023
BAN,Bangladesh,25/01/2021,2021-04,602,18,532401,8041
BAN,Bangladesh,26/01/2021,2021-04,515,14,532916,8055
BAN,Bangladesh,27/01/2021,2021-04,528,17,533444,8072
BAN,Bangladesh,28/01/2021,2021-04,509,15,533953,8087
BAN,Bangladesh,29/01/2021,2021-04,454,7,534407,8094
BAN,Bangladesh,30/01/2021,2021-04,363,17,534770,8111
BAN,Bangladesh,31/01/2021,2021-04,369,16,535139,8127
BAN,Bangladesh,01/02/2021,2021-05,443,10,535582,8137
BAN,Bangladesh,02/02/2021,2021-05,525,12,536107,8149
BAN,Bangladesh,03/02/2021,2021-05,438,13,536545,8162
BAN,Bangladesh,04/02/2021,2021-05,485,13,537030,8175
BAN,Bangladesh,05/02/2021,2021-05,435,7,537465,8182
BAN,Bangladesh,06/02/2021,2021-05,305,8,537770,8190
BAN,Bangladesh,07/02/2021,2021-05,292,15,538062,8205
BAN,Bangladesh,08/02/2021,2021-06,316,16,538378,8221
BAN,Bangladesh,09/02/2021,2021-06,387,8,538765,8229
BAN,Bangladesh,10/02/2021,2021-06,388,10,539153,8239
BAN,Bangladesh,11/02/2021,2021-06,418,9,539571,8248
BAN,Bangladesh,12/02/2021,2021-06,404,5,539975,8253
BAN,Bangladesh,13/02/2021,2021-06,291,13,540266,8266
BAN,Bangladesh,14/02/2021,2021-06,326,8,540592,8274
BAN,Bangladesh,15/02/2021,2021-07,446,11,541038,8285
BAN,Bangladesh,16/02/2021,2021-07,396,13,541434,8298
BAN,Bangladesh,17/02/2021,2021-07,443,16,541877,8314
BAN,Bangladesh,18/02/2021,2021-07,391,15,542268,8329
BAN,Bangladesh,19/02/2021,2021-07,406,8,542674,8337
BAN,Bangladesh,20/02/2021,2021-07,350,5,543024,8342
